Context,Utterance,Label
"*sigh* same old agruement . the secur model in vista and abov doe not `` encourag '' user , in fact it 's the best it 's ever be . the major of viru on window be now pebkac type error , i.e . phish and trojan . __eou__ __eot__ i be be a littl metaphor . say vista be the most secur window be not a veri high standard . they still includ ie , so they be not serious about secur . __eou__ __eot__ i ll grant you that , howev ie secur model be improv . __eou__ still get more hole in it than swish chees , but ie8 can throw punch in term of secur with firefox . howev , there be other reason ( render ) that mean i discourag the use of ie anyway . it could be the most perfect secur , sandbook browser out there , howev if they do n't fix their render engin ... meh . __eou__ howev , offtop ... alias , ani idea ? __eou__ __eot__ i be sorri . i miss the first part about alias . i be in favor of them , but that be not your problem , i bet . __eou__ so , could you repeat the origin question ? __eou__ __eot__ multipl alasi ... i have two precompil twochain on differ machin , one of which i do n't have admin access too so i ca n't updat the toolchain . on one they be call arm-none-eabi- , howev on the other they be call arm-elf- . i do n't want to have to creat a whole lot of symlink in /usr/local/bin if i can avoid it , but i want to make sure that when i execut arm-elf-gcc it point to arm-none-eabi- __eou__ sed s/twochains/toolchains/ ... some typo . __eou__ __eot__ the onli thing i would suggest be to write a script to creat the symlink for you . then , it be not much effort to keep it up to date . have the script inspect the arm-none-eabi list to be sure it creat all the need symlink . __eou__ __eot__ for bin in /usr/local/arm/bin/arm-none-eabi*i ; do ln -s $ bin /usr/local/bin/ $ { bin : -none-eabi-=-elf- } ; do ? __eou__ __eot__ someth like that . i do n't know your need or how the list chang to know if you need to remov the exist symlink first . be item like to disappear from the list ? __eou__ __eot__ fair unlik to chang . i ll know if/when i upgrad the toolkit , so i can redo the link and delet the break symlink . __eou__ lrwxrwxrwx 1 root root 36 2010-08-05 19:36 arm-elf-gcc - > /usr/local/arm/bin/arm-none-eabi-gcc ... get it work via for file in /usr/local/arm/bin/* ; do sudo ln -s $ file /usr/local/bin/arm-elf- $ { file # /usr/local/arm/bin/arm-none-eabi- } ; do __eou__ take me a while to find # oper . : ( __eou__ __eot__ if i understand that right , then good . __eou__ i usual write python script , not bash script , so i do not notic the error . __eou__ __eot__ figur , with the name and all . __eou__ __eot__","that be a pretti good clue . i be put togeth a spin of puppi linux with python ad . thenc , this nicknam . __eou__",1
"ok here 's a new question __eou__ earlier , i could n't even boot into ubuntu live __eou__ now i have it instal __eou__ but it be n't run with acpi off __eou__ where do i add the line acpi=off in boot edit option ? __eou__ __eot__ go ahead..i 'm not good on boot issu , but i ll tri : ) btw , just ask in the futur , you dont need to ask to ask ; ) __eou__ __eot__ i do ask __eou__ umm ok so earlier i could n't even get a live boot , but i get the acpi=off option on on the live cd __eou__ where , when i press e to edit temporarili , do i add the acpi=off/noacpi line ? __eou__ would you happen to know how to do that ? i know what i need to add , i just do n't know where to add it __eou__ __eot__ unfortun i dont : ( sorri __eou__ __eot__ i tri ad it at the end , it do n't work __eou__ __eot__ typos_k : you can also take a look at chromium , which be in the repo -- in my *person experience* it have work better than the actual chrome __eou__ __eot__","chrome stabl be work well . there be onli one differ between chrome and chromium . well two . __eou__ chrome and chromium have a differ color logo , and chrome have the googl track app . otherwis they re ident . __eou__",1
"no __eou__ cat /etc/resolv.conf __eou__ __eot__ it strang becaus this just list the router 's ip , and i have anoth window pc on the same connect and when i do an nslookup for comicspace.com it give me differ ip address on the two machin ... ani idea be to whi ? __eou__ __eot__ the host may be use multipl server __eou__ __eot__ if i check the router i 'm sure there be two dns server assign to it by the pppoe connect , be you think that there be a conflict between the two dns server ? __eou__ so what do you mean by the host may be use multipl server ? __eou__ __eot__ for exampl , googl use thousand of server for one hostnam . __eou__ __eot__","i gotcha __eou__ the thing be that the server have move , it not be host on two ip and the updat ip show up in the ubuntu box'x nslookup but not in the window box 's nslookup __eou__",1
"hmmm.. i get me some read to do me thinks.. __eou__ deb 's ! hehe do n't worri i ll look it up.. i ll be enept jut for a littl while __eou__ yes , i have all three instal k , x and ubuntu ... i use the ubuntu primarily.. __eou__ so what be i use ? __eou__ __eot__ what os be you use ? __eou__ __eot__",9.03 or soemthing.. __eou__ recent one of fthe page __eou__,1
"i can choos compiz from beryl manag ? ? __eou__ not now , beaaus i have start compiz from consol withj compiz -- replac __eou__ they both work __eou__ but scale doe n't work rih compiz __eou__ __eot__ you have to click in the top right __eou__ __eot__",it possibl th sourc dosent use a ./configur script.. look for and read ani readme/instal doc files.. as i said.. it may be better for you to search for packag if you need newer version then what in the repos.. __eou__ and sinc it a pidgin plugin.. ive no idea what extras/issu you may encount ... __eou__,0
"shell login profil __eou__ __eot__ you suggest edit the /etc/profil ? __eou__ __eot__ no , as that enter when you login , not when you chroot , but for your user chroot command , replac it with a script that set display then chroot __eou__ __eot__","huh ? flash 9 ? everyth work fine here , flash , blah blah , all those thing , my feisti be a regular multimediamediamonsterth __eou__",0
"i guess it suppos to scare peopl who tri to do apt-get without use superus power . __eou__ like `` be you root '' `` yes '' `` yyyyyyyyyyyyyyyi '' __eou__ just do __eou__ __eot__ yes ' be a unix command . man yes ... . __eou__ yes , but it *was* portugues ... __eou__ __eot__ i didnt know that ... woot ! i learn more everi day ^^ __eou__ __eot__ me too ... __eou__ in general , no . but some will ... __eou__ what about unetbootin 's cd-less ( frugal ) instal method ? __eou__ __eot__",how do i chang that ? __eou__,0
"me again , same question : can anyon tell me how to get the nvidia binari driver back after i remov it ? tri envi , doe n't work . the hardwar driver manag show noth . __eou__ __eot__ what do you mean by `` remov binari nvidia driver '' __eou__ __eot__",you have to add acl to the fstab file __eou__ http : //tlug.dnho.net/ ? q=node/171 __eou__,0
hello could someon help me with an internet network issu ? __eou__ __eot__ like what kind of network ? internet connect share ? __eou__ __eot__,well then ask in # ubuntu+1 : ) __eou__,0
"how can i chang the powerset for my desktop comput ? __eou__ i wann suspend with my powerbutton : ) __eou__ __eot__ system - > pref - > power __eou__ or check out /etc/acpi/* __eou__ __eot__ to be honest with you , im use kubu __eou__ but i cant find anyth for it in kubu ... > tought that this rout mayb could bring me an answer __eou__ __eot__",good luck . __eou__,0
be there a amd64-k8 kernel out ? for ubuntu __eou__ __eot__ yea i be run 2.6.12-9-amd64-k8 __eou__ __eot__ how do i get it and iunstal it i be new to linux ? __eou__ __eot__ use the packag manag or dpkg -- purg ( packag name ) __eou__ if you do n't have anoth kernel instal and you remov it you wo n't be abl to boot __eou__ ah you mean instal ? then use the packag manag to select it as well __eou__ __eot__,yeah __eou__ i 'm back but i have to use dpkg-recon ... ... . again ! __eou__,0
"anybodi expert with alsa sound + command line ? i ca n't get sound to work and i have no gui . __eou__ __eot__ type in termin alsamix __eou__ if not work type gstreamer-properti __eou__ __eot__ i have master + headphon on green 00 . __eou__ __eot__ tri to grow up __eou__ rise up with jog button on keyboard __eou__ __eot__ master ( 100 ) and pcm ( 100 < > 100 ) be alreadi `` rise '' to the max . __eou__ __eot__ and dooe n't work ? __eou__ __eot__ that 's right . i have be frustrat with this for some hour now . this be for xbmc too . __eou__ __eot__ tri too gstreamer-properti in termin , mayb can help for u __eou__ __eot__ gstreamer-properti not instal . should i go ahead and instal it ? ( if you truli think it ll help me ) . __eou__ __eot__ instal with synapt __eou__ __eot__ sudo aptitud ( will be suffic ) . i should point out i have no gui . __eou__ __eot__",apt-get instal packet __eou__,1
"which bash command show the size of all file in the current directori __eou__ __eot__ ls -lah , du -h __eou__ __eot__",du ... that it thnx __eou__,1
summari eleaf have ppc ibook wont boot instal ubunut after his last dist-upgrad and now livecd wont boot either say corrupt __eou__ he 's use yaboot for boot manag ani experi with that __eou__ __eot__ yes i 'm familiar with yaboot __eou__ __eot__ good that where we be stump help him __eou__ she say it display drive in-us when she tri to appli chang __eou__ __eot__,"i prefer unrar , person , but yes file-rol will work too . __eou__",0
"hi all , how to download wine manual ? __eou__ __eot__ use wine ppa __eou__ https : //launchpad.net/~ubuntu-wine/+archive/ppa then instal wine in synapt . __eou__ alway use .deb packag , much easier __eou__ __eot__ thank . __eou__ __eot__","it wo n't work with an ipod on linux , use rhythmbox or banshe __eou__",1
"get 4.0mb/s consist on 100mbps lan with nfs server on 10.04 ani idea ? __eou__ __eot__ be you sure you re connect at 100mbps ? and that it have n't fall back to 10mbps ? __eou__ __eot__ mii-tool confirm 100basetxfd on both machin __eou__ __eot__ how do other protocol fare ? ssh , samba , etc ? __eou__ __eot__ like crap too __eou__ __eot__ ani better ? __eou__ __eot__ no wors __eou__ it not like this on 9.10 either __eou__ __eot__ ani intermedi devic between the pcs ? __eou__ __eot__",hmm.. it 's kind of annoy that this `` never reboot '' os ca n't check the root drive without reboot __eou__,0
"hi guys.. __eou__ i just instal ubuntu 9.10 today . now my question be how can i instal openoffic from cdrom ? __eou__ __eot__ if you ve do a normal instal , openoffic will alreadi be instal __eou__ __eot__",mean `` dapper '' in the select menu __eou__ you mean the command __eou__ they be not yellow on my screen sorri __eou__ what now ? __eou__,0
would there be ani serious issu concer instal linux-image-k7-smp with a k8 board ? __eou__ __eot__ no __eou__ __eot__,no __eou__ the account should be on the system . `` sudo addus usernameher admin '' __eou__,0
"nautilus have freeze , how to restart it ? __eou__ __eot__ tri open a termin , run top to get the pid number , and then sudo kill -9 pid __eou__ ( whatev the pid number be ) __eou__ __eot__",check what ? __eou__,0
"can i past a link to my post on ubuntu forum here by ani chanc ? ? ? __eou__ http : //www.ubuntuforums.org/showthread.php ? t=270084 __eou__ thank __eou__ __eot__ do you do sudo ndiswrapp -m __eou__ also , you re not use the one from the repo ? it 's function . __eou__ __eot__ : havent do the 1st ... and ... .umm ... __eou__ __eot__","i think it be , k3b for exampl have this option but i do n't whi it doe n't work __eou__",0
"i think you be talk to me : ) where be the font server ? pleas excus my clueless ... __eou__ __eot__ yah , i think for that you need to run xfs __eou__ but set that up be wick for a newbi __eou__ __eot__ ok , i ll look it up on googl and give it a tri ... thank __eou__ __eot__ if you get a sec , i 'm dig in my bookmar __eou__ __eot__ ok __eou__ __eot__ hey neat __eou__ do n't need xfs for that , either , just instal them like ani other font __eou__ __eot__",i alreadi put the font into ~/.font but i ca n't use them in ani app __eou__ even after restart __eou__,1
